name,club,injuries
Arnaut Danjuma,Villarreal CF,"[('21/22', 'Muscular problems', 'Apr 28, 2022', 'Sep 19, 2022', '144', '16'), ('20/21', 'Muscular problems', 'Sep 28, 2020', 'Oct 1, 2020', '3', 0), ('20/21', 'Rest ', 'Sep 21, 2020', 'Sep 24, 2020', '3', '1'), ('20/21', 'Rest ', 'Sep 14, 2020', 'Sep 17, 2020', '3', '1'), ('19/20', 'Fractured Foot', 'Dec 9, 2019', 'Apr 9, 2020', '122', '15'), ('19/20', 'Hamstring Injury', 'Jul 29, 2019', 'Sep 19, 2019', '52', '16'), ('18/19', 'Ankle Injury', 'Oct 18, 2018', 'Mar 11, 2019', '144', '25'), ('17/18', 'Thigh Problems', 'May 3, 2018', 'May 17, 2018', '14', '2'), ('17/18', 'Back trouble', 'Nov 27, 2017', 'Feb 1, 2018', '66', '9'), ('17/18', 'Back trouble', 'Oct 30, 2017', 'Nov 6, 2017', '7', '1')]"
José Luis Morales,Villarreal CF,"[('21/22', 'Edema in the knee', 'Mar 8, 2022', 'Mar 15, 2022', '7', '1')]"
Rui Silva,Real Betis Balompié,"[('20/21', 'Corona virus', 'Nov 6, 2020', 'Nov 9, 2020', '3', '1'), ('19/20', 'Groin Injury', 'Jun 25, 2020', 'Jul 3, 2020', '8', '2')]"
Dani Martín,Real Betis Balompié,"[('20/21', 'Cruciate Ligament Rupture', 'Jan 1, 2021', 'Jun 6, 2021', '156', '26'), ('20/21', 'Sprained ankle', 'Sep 1, 2020', 'Oct 27, 2020', '56', '7'), ('19/20', 'Hamstring Injury', 'Oct 24, 2019', 'Nov 21, 2019', '28', '4')]"
Claudio Bravo,Real Betis Balompié,"[('21/22', 'Calf Injury', 'Jan 27, 2022', 'Feb 21, 2022', '25', '6'), ('20/21', 'Muscle Injury', 'Jan 18, 2021', 'Feb 11, 2021', '24', '6'), ('20/21', 'Calf Problems', 'Dec 21, 2020', 'Dec 31, 2020', '10', '2'), ('20/21', 'Muscular problems', 'Nov 23, 2020', 'Dec 14, 2020', '21', '4'), ('20/21', 'Knee Problems', 'Sep 25, 2020', 'Oct 15, 2020', '20', '3'), ('18/19', 'Fitness', 'Apr 4, 2019', 'May 12, 2019', '38', '9'), ('18/19', 'Achilles tendon rupture', 'Aug 20, 2018', 'Apr 3, 2019', '226', '48'), ('16/17', 'Disrupted Calf Muscle', 'Apr 27, 2017', 'Jun 23, 2017', '57', '6'), ('15/16', 'Calf Injury', 'May 2, 2016', 'May 19, 2016', '17', '2'), ('15/16', 'Torn muscle bundle', 'Sep 7, 2015', 'Oct 1, 2015', '24', '6'), ('13/14', 'Torn Muscle Fibre', 'Mar 3, 2014', 'Mar 13, 2014', '10', '1'), ('12/13', 'Fractured Arm', 'Sep 27, 2012', 'Nov 19, 2012', '53', '8'), ('09/10', 'Knee Injury', 'Mar 29, 2010', 'May 13, 2010', '45', '6'), ('08/09', 'Calf Problems', 'May 24, 2009', 'Jun 2, 2009', '9', '1')]"
Luiz Felipe,Real Betis Balompié,"[('21/22', 'Knee Injury', 'Mar 26, 2022', 'Apr 9, 2022', '14', '1'), ('21/22', 'Thigh Problems', 'Aug 26, 2021', 'Aug 29, 2021', '3', '1'), ('20/21', 'Ankle Surgery', 'Jan 16, 2021', 'May 7, 2021', '111', '19'), ('20/21', 'Ankle Injury', 'Nov 26, 2020', 'Nov 30, 2020', '4', '1'), ('20/21', 'Corona virus', 'Nov 9, 2020', 'Nov 23, 2020', '14', '1'), ('20/21', 'Quarantine', 'Oct 27, 2020', 'Oct 31, 2020', '4', '1'), ('20/21', 'Ankle Injury', 'Sep 12, 2020', 'Oct 19, 2020', '37', '4'), ('19/20', 'Calf Injury', 'Jun 13, 2020', 'Jul 6, 2020', '23', '4'), ('19/20', 'Muscular problems', 'Feb 1, 2020', 'Feb 4, 2020', '3', '1'), ('19/20', 'Ankle Injury', 'Sep 11, 2019', 'Sep 17, 2019', '6', '1'), ('18/19', 'Muscle Injury', 'May 20, 2019', 'Jun 16, 2019', '27', '2'), ('18/19', 'Hamstring Injury', 'Feb 16, 2019', 'Feb 25, 2019', '9', '2'), ('18/19', 'Hamstring Injury', 'Jan 20, 2019', 'Feb 7, 2019', '18', '5'), ('18/19', 'Calf Injury', 'Aug 18, 2018', 'Sep 25, 2018', '38', '6'), ('17/18', 'Shinbone injury', 'Aug 1, 2017', 'Aug 8, 2017', '7', 0)]"
Edgar González,Real Betis Balompié,[]
Germán Pezzella,Real Betis Balompié,"[('21/22', 'Muscle Injury', 'Dec 17, 2021', 'Jan 3, 2022', '17', '2'), ('20/21', 'Distortion of the ankle', 'Oct 25, 2020', 'Nov 20, 2020', '26', '4'), ('19/20', 'Corona virus', 'Mar 14, 2020', 'Apr 5, 2020', '22', 0), ('19/20', 'Cheekbone Fracture', 'Nov 25, 2019', 'Dec 12, 2019', '17', '3'), ('18/19', 'Fracture', 'May 5, 2019', 'May 17, 2019', '12', '2'), ('18/19', 'Knee Injury', 'Feb 9, 2019', 'Feb 25, 2019', '16', '3'), ('18/19', 'Biceps femoris muscle injury', 'Nov 14, 2018', 'Nov 26, 2018', '12', '1')]"
Víctor Ruiz,Real Betis Balompié,"[('21/22', 'Muscle Injury', 'Sep 19, 2021', 'Oct 19, 2021', '30', '6'), ('20/21', 'Muscle Injury', 'Feb 15, 2021', 'Feb 23, 2021', '8', '1'), ('19/20', 'Stretched Ligament', 'Nov 27, 2019', 'Dec 19, 2019', '22', '7'), ('19/20', 'Rest ', 'Nov 6, 2019', 'Nov 8, 2019', '2', '1'), ('19/20', 'Strain', 'Oct 14, 2019', 'Oct 28, 2019', '14', '3'), ('19/20', 'Groin Injury', 'Sep 19, 2019', 'Oct 4, 2019', '15', '4'), ('17/18', 'Flu', 'Apr 4, 2018', 'Apr 11, 2018', '7', '1'), ('16/17', 'Sprained ankle', 'Apr 8, 2017', 'Jun 8, 2017', '61', '7'), ('16/17', 'Back trouble', 'Jan 27, 2017', 'Feb 3, 2017', '7', '1'), ('16/17', 'Ankle Injury', 'Jan 1, 2017', 'Jan 8, 2017', '7', '2'), ('14/15', 'Hamstring Injury', 'Mar 11, 2015', 'Apr 8, 2015', '28', '5'), ('14/15', 'Strain', 'Sep 19, 2014', 'Sep 23, 2014', '4', '1'), ('13/14', 'Thigh Muscle Strain', 'May 14, 2014', 'May 22, 2014', '8', '1'), ('13/14', 'Thigh Muscle Strain', 'Mar 23, 2014', 'Apr 25, 2014', '33', '9'), ('13/14', 'Ankle Injury', 'Jan 30, 2014', 'Feb 10, 2014', '11', '2')]"
Álex Moreno,Real Betis Balompié,"[('21/22', 'Muscle Injury', 'Aug 22, 2021', 'Sep 6, 2021', '15', '1'), ('20/21', 'Corona virus', 'Dec 28, 2020', 'Jan 8, 2021', '11', '3'), ('19/20', 'Muscular problems', 'Nov 27, 2019', 'Dec 4, 2019', '7', '1'), ('18/19', 'Ill', 'Oct 17, 2018', 'Oct 24, 2018', '7', '2'), ('16/17', 'Hand fracture', 'Jan 8, 2017', 'Jan 16, 2017', '8', '1'), ('15/16', 'Muscle Injury', 'May 26, 2016', 'Jun 9, 2016', '14', '2'), ('14/15', 'Ill', 'Aug 22, 2014', 'Sep 1, 2014', '10', '2')]"
Juan Miranda,Real Betis Balompié,"[('21/22', 'Muscle Injury', 'Dec 20, 2021', 'Jan 10, 2022', '21', '3'), ('21/22', 'Knee Problems', 'Sep 17, 2021', 'Sep 21, 2021', '4', '1'), ('19/20', 'Calf Injury', 'Feb 26, 2020', 'Mar 31, 2020', '34', '3')]"
Aitor Ruibal,Real Betis Balompié,"[('20/21', 'Ankle problems', 'Jan 20, 2021', 'Jan 31, 2021', '11', '3')]"
Youssouf Sabaly,Real Betis Balompié,"[('21/22', 'Hamstring Injury', 'Aug 8, 2021', 'Oct 20, 2021', '73', '11'), ('19/20', 'Knee Surgery', 'Aug 17, 2019', 'Nov 28, 2019', '103', '14'), ('17/18', 'Knee Injury', 'Jun 28, 2018', 'Aug 29, 2018', '62', '8'), ('17/18', 'Tear in the abductor muscle', 'Oct 2, 2017', 'Oct 26, 2017', '24', '2')]"
Martín Montoya,Real Betis Balompié,"[('21/22', 'Achilles tendon problems', 'Jan 4, 2022', 'Sep 1, 2022', '240', '32'), ('20/21', 'Sprained ankle', 'Apr 28, 2021', 'May 17, 2021', '19', '4'), ('20/21', 'Corona virus', 'Jan 1, 2021', 'Jan 14, 2021', '13', '3'), ('20/21', 'Quarantine', 'Sep 28, 2020', 'Oct 20, 2020', '22', '3'), ('20/21', 'Ill', 'Sep 15, 2020', 'Sep 20, 2020', '5', '1'), ('17/18', 'Strain', 'Aug 15, 2017', 'Aug 22, 2017', '7', '1'), ('16/17', 'Muscular problems', 'Feb 20, 2017', 'Mar 4, 2017', '12', '3'), ('15/16', 'Achilles tendon problems', 'Apr 16, 2016', 'Apr 23, 2016', '7', '2'), ('15/16', 'Hamstring Injury', 'Feb 23, 2016', 'Mar 6, 2016', '12', '3'), ('10/11', 'Collarbone fracture', 'Apr 30, 2011', 'May 30, 2011', '30', '5')]"
Guido Rodríguez,Real Betis Balompié,"[('20/21', 'Muscular problems', 'Jan 22, 2021', 'Feb 1, 2021', '10', '3'), ('19/20', 'Muscular problems', 'Feb 18, 2020', 'Feb 24, 2020', '6', '1')]"
William Carvalho,Real Betis Balompié,"[('20/21', 'Muscular problems', 'Dec 27, 2020', 'Jan 11, 2021', '15', '4'), ('19/20', 'Ill', 'Jun 14, 2020', 'Jun 20, 2020', '6', '2'), ('19/20', 'Muscular problems', 'Feb 24, 2020', 'May 24, 2020', '90', '2'), ('19/20', 'Muscle Injury', 'Oct 3, 2019', 'Feb 6, 2020', '126', '18'), ('18/19', 'Nasal Bone Fracture', 'Apr 16, 2019', 'May 11, 2019', '25', '4'), ('18/19', 'Hamstring Injury', 'Jan 31, 2019', 'Feb 6, 2019', '6', '1'), ('18/19', 'Leg Injury', 'Sep 11, 2018', 'Sep 28, 2018', '17', '4'), ('17/18', 'Muscular problems', 'Apr 6, 2018', 'May 3, 2018', '27', '6'), ('17/18', 'Hamstring Injury', 'Mar 20, 2018', 'Apr 3, 2018', '14', '1'), ('17/18', 'Influenza', 'Feb 24, 2018', 'Feb 28, 2018', '4', '1'), ('17/18', 'Thigh Problems', 'Feb 5, 2018', 'Feb 9, 2018', '4', '1'), ('17/18', 'Minor Knock', 'Oct 30, 2017', 'Nov 15, 2017', '16', '2'), ('17/18', 'Muscle Injury', 'Aug 14, 2017', 'Aug 24, 2017', '10', '3'), ('15/16', 'Shinbone injury', 'Jul 13, 2015', 'Sep 24, 2015', '73', '9')]"
Paul Akouokou,Real Betis Balompié,"[('20/21', 'Knock', 'May 11, 2021', 'Jun 1, 2021', '21', '3')]"
Andrés Guardado,Real Betis Balompié,"[('20/21', 'Corona virus', 'Jan 1, 2021', 'Jan 12, 2021', '11', '3'), ('19/20', 'Hamstring Injury', 'Jul 17, 2020', 'Jul 24, 2020', '7', '1'), ('19/20', 'Muscle Injury', 'Jan 27, 2020', 'Feb 13, 2020', '17', '2'), ('18/19', 'Torn Muscle Fibre', 'Dec 3, 2018', 'Jan 3, 2019', '31', '5'), ('18/19', 'Hamstring Injury', 'Oct 8, 2018', 'Oct 31, 2018', '23', '3'), ('17/18', 'Muscle Injury', 'May 13, 2018', 'Jun 3, 2018', '21', '1'), ('17/18', 'Muscular problems', 'May 3, 2018', 'May 10, 2018', '7', '1'), ('17/18', 'Bruised Foot', 'Apr 20, 2018', 'Apr 27, 2018', '7', '1'), ('17/18', 'Muscle Injury', 'Feb 19, 2018', 'Mar 17, 2018', '26', '5'), ('17/18', 'Tear in the abductor muscle', 'Dec 11, 2017', 'Jan 1, 2018', '21', '2'), ('16/17', 'Thigh Problems', 'Nov 14, 2016', 'Dec 15, 2016', '31', '6'), ('16/17', 'Thigh Problems', 'Oct 2, 2016', 'Oct 14, 2016', '12', 0), ('15/16', 'Leg Injury', 'Mar 31, 2016', 'Apr 18, 2016', '18', '3'), ('15/16', 'Thigh Problems', 'Feb 1, 2016', 'Feb 22, 2016', '21', '4'), ('15/16', 'Ankle Injury', 'Sep 17, 2015', 'Oct 1, 2015', '14', '4')]"
Víctor Camarasa,Real Betis Balompié,"[('20/21', 'Cruciate Ligament Rupture', 'Aug 24, 2020', 'Apr 8, 2021', '227', '34'), ('19/20', 'Calf Injury', 'Dec 29, 2019', 'Jan 13, 2020', '15', '?'), ('18/19', 'Knock', 'May 5, 2019', 'May 31, 2019', '26', '1'), ('18/19', 'Calf Strain', 'Feb 10, 2019', 'Mar 1, 2019', '19', '2'), ('18/19', 'Strain', 'Jan 20, 2019', 'Feb 8, 2019', '19', '2'), ('18/19', 'Knock', 'Jan 2, 2019', 'Jan 18, 2019', '16', '2'), ('17/18', 'Muscular problems', 'Mar 13, 2018', 'Mar 30, 2018', '17', '1'), ('17/18', 'Muscle Injury', 'Sep 21, 2017', 'Oct 14, 2017', '23', '2'), ('14/15', 'Hamstring Injury', 'Mar 16, 2015', 'Apr 9, 2015', '24', '3')]"
Nabil Fekir,Real Betis Balompié,"[('22/23', 'Disrupted Calf Muscle', 'Sep 3, 2022', 'Oct 1, 2022', '28', '5'), ('20/21', 'Muscle Injury', 'Feb 19, 2021', 'Mar 3, 2021', '12', '2'), ('20/21', 'Muscular problems', 'Nov 5, 2020', 'Nov 29, 2020', '24', '2'), ('19/20', 'Muscular problems', 'Dec 7, 2019', 'Dec 14, 2019', '7', '1'), ('19/20', 'Muscular problems', 'Sep 21, 2019', 'Oct 3, 2019', '12', '2'), ('17/18', 'Bruised Knee', 'Feb 26, 2018', 'Apr 2, 2018', '35', '7'), ('16/17', 'Knee Injury', 'Aug 28, 2016', 'Sep 20, 2016', '23', '3'), ('15/16', 'Cruciate Ligament Rupture', 'Sep 7, 2015', 'Apr 7, 2016', '213', '39')]"
Sergio Canales,Real Betis Balompié,"[('22/23', 'Unknown Injury', 'Aug 14, 2022', 'Aug 23, 2022', '9', '2'), ('20/21', 'Tendonitis', 'May 19, 2021', 'Jun 1, 2021', '13', '1'), ('20/21', 'Muscle Injury', 'Nov 17, 2020', 'Dec 28, 2020', '41', '7'), ('19/20', 'Knock', 'Aug 16, 2019', 'Aug 21, 2019', '5', '1'), ('18/19', 'Sprained ankle', 'Apr 30, 2019', 'May 30, 2019', '30', '3'), ('18/19', 'Sprained ankle', 'Apr 14, 2019', 'Apr 23, 2019', '9', '1'), ('17/18', 'Hamstring Injury', 'Mar 21, 2018', 'Apr 4, 2018', '14', '1'), ('16/17', 'Foot Injury', 'Feb 9, 2017', 'Feb 16, 2017', '7', '1'), ('15/16', 'Cruciate Ligament Rupture', 'Dec 30, 2015', 'Sep 21, 2016', '266', '27'), ('14/15', 'Ankle Injury', 'Feb 16, 2015', 'Feb 19, 2015', '3', 0), ('14/15', 'Ankle Injury', 'Feb 2, 2015', 'Feb 5, 2015', '3', 0), ('14/15', 'Unknown Injury', 'Nov 27, 2014', 'Dec 4, 2014', '7', '2'), ('12/13', 'Torn Muscle Fibre', 'Jun 6, 2013', 'Aug 5, 2013', '60', 0), ('11/12', 'Cruciate Ligament Rupture', 'Apr 26, 2012', 'Nov 1, 2012', '189', '18'), ('11/12', 'Cruciate Ligament Rupture', 'Oct 24, 2011', 'Mar 29, 2012', '157', '37')]"
Rodri Sánchez,Real Betis Balompié,[]
Juanmi,Real Betis Balompié,"[('22/23', 'Torn Ankle Ligament', 'Sep 8, 2022', '-', '79', '16'), ('19/20', 'Foot Injury', 'Sep 23, 2019', 'Jun 20, 2020', '271', '28'), ('14/15', 'Ulnar fracture', 'Nov 25, 2014', 'Jan 1, 2015', '37', '6')]"
Luiz Henrique,Real Betis Balompié,[]
Joaquín,Real Betis Balompié,"[('20/21', 'Corona virus', 'Jan 1, 2021', 'Jan 14, 2021', '13', '3'), ('19/20', 'Muscle Injury', 'Jun 16, 2020', 'Jun 30, 2020', '14', '3'), ('18/19', 'Muscle Injury', 'Jan 23, 2019', 'Jan 29, 2019', '6', '2'), ('18/19', 'Muscle Injury', 'Oct 11, 2018', 'Nov 1, 2018', '21', '4'), ('17/18', 'Bruised Knee', 'Mar 7, 2018', 'Mar 31, 2018', '24', '2'), ('16/17', 'Bruised Knee', 'Jan 19, 2017', 'Mar 2, 2017', '42', '6'), ('16/17', 'Ligament Injury', 'Dec 17, 2016', 'Jan 14, 2017', '28', '3'), ('15/16', 'Hamstring Injury', 'Jan 31, 2016', 'Feb 16, 2016', '16', '2'), ('14/15', 'Tear in the abductor muscle', 'Sep 26, 2014', 'Oct 13, 2014', '17', '3'), ('13/14', 'Unknown Injury', 'Mar 12, 2014', 'Mar 25, 2014', '13', '4'), ('11/12', 'Torn Muscle Fibre', 'Dec 30, 2011', 'Jan 20, 2012', '21', '4'), ('11/12', 'Muscular problems', 'Nov 23, 2011', 'Dec 15, 2011', '22', '4'), ('09/10', 'Muscular problems', 'Oct 4, 2009', 'Oct 23, 2009', '19', '3'), ('08/09', 'Ankle Injury', 'Apr 23, 2009', 'May 1, 2009', '8', '1')]"
Juan Cruz,Real Betis Balompié,"[('21/22', 'Hamstring Injury', 'Aug 19, 2021', 'Sep 30, 2021', '42', '5')]"
Borja Iglesias,Real Betis Balompié,"[('20/21', 'Muscle Injury', 'Feb 22, 2021', 'Mar 3, 2021', '9', '1'), ('19/20', 'Sprained ankle', 'Aug 19, 2019', 'Aug 29, 2019', '10', '1'), ('17/18', 'Muscle Injury', 'Dec 20, 2017', 'Jan 10, 2018', '21', '1')]"
Willian José,Real Betis Balompié,"[('21/22', 'Torn Muscle Fibre', 'Jan 4, 2022', 'Jan 17, 2022', '13', '3'), ('20/21', 'Corona virus', 'Sep 9, 2020', 'Sep 29, 2020', '20', '4'), ('18/19', 'Muscle Injury', 'Mar 4, 2019', 'Mar 28, 2019', '24', '2'), ('18/19', 'Torn Muscle Fibre', 'Sep 1, 2018', 'Sep 20, 2018', '19', '1'), ('17/18', 'Metatarsal bone bruise', 'Feb 5, 2018', 'Mar 2, 2018', '25', '6'), ('16/17', 'Hamstring Injury', 'Apr 27, 2017', 'May 11, 2017', '14', '2'), ('16/17', 'Muscle Injury', 'Feb 11, 2017', 'Mar 30, 2017', '47', '6'), ('16/17', 'Ankle Injury', 'Dec 11, 2016', 'Dec 19, 2016', '8', '1')]"
Loren Morón,Real Betis Balompié,[]
Giorgi Mamardashvili,Valencia CF,[]
Jaume Doménech,Valencia CF,"[('22/23', 'Ruptured knee ligament', 'Sep 8, 2022', 'Dec 31, 2022', '114', '11'), ('18/19', 'Muscle Injury', 'Apr 9, 2019', 'Apr 23, 2019', '14', '4'), ('18/19', 'Muscular problems', 'Mar 30, 2019', 'Apr 2, 2019', '3', '1')]"
Iago Herrerín,Valencia CF,"[('18/19', 'Muscle Injury', 'Aug 9, 2018', 'Oct 4, 2018', '56', '6'), ('14/15', 'Torn Muscle', 'Mar 4, 2015', 'Apr 8, 2015', '35', '5')]"
Cristian Rivero,Valencia CF,[]
Mouctar Diakhaby,Valencia CF,"[('22/23', 'Hamstring Injury', 'Oct 22, 2022', 'Nov 12, 2022', '21', '4'), ('20/21', 'Muscle Injury', 'Jan 25, 2021', 'Feb 22, 2021', '28', '5'), ('20/21', 'Hamstring Injury', 'Oct 24, 2020', 'Dec 11, 2020', '48', '5'), ('19/20', 'Ankle Injury', 'Aug 19, 2020', 'Sep 10, 2020', '22', 0), ('19/20', 'Calf Injury', 'Jun 23, 2020', 'Jun 30, 2020', '7', '2'), ('19/20', 'Calf Injury', 'Nov 3, 2019', 'Dec 6, 2019', '33', '5'), ('16/17', 'Unknown Injury', 'Jan 16, 2017', 'Feb 9, 2017', '24', '5')]"
Gabriel Paulista,Valencia CF,"[('21/22', 'Knee Injury', 'Oct 5, 2021', 'Feb 20, 2022', '138', '23'), ('20/21', 'Hamstring Injury', 'Sep 20, 2020', 'Oct 14, 2020', '24', '3'), ('19/20', 'Sprained ankle', 'Feb 15, 2020', 'Feb 29, 2020', '14', '3'), ('18/19', 'Muscle Injury', 'Feb 8, 2019', 'Feb 22, 2019', '14', '4'), ('18/19', 'Muscle Injury', 'Dec 16, 2018', 'Dec 30, 2018', '14', '1'), ('18/19', 'Muscle Injury', 'Dec 9, 2018', 'Dec 14, 2018', '5', '1'), ('16/17', 'Knee Injury', 'May 21, 2017', 'Sep 6, 2017', '108', '4'), ('16/17', 'Ankle Injury', 'Aug 8, 2016', 'Sep 19, 2016', '42', '6'), ('14/15', 'Hamstring Injury', 'Mar 5, 2015', 'Mar 16, 2015', '11', '2'), ('14/15', 'Ankle Injury', 'Aug 21, 2014', 'Aug 21, 2014', '0', '1')]"
Eray Cömert,Valencia CF,"[('21/22', 'Ill', 'Dec 3, 2021', 'Dec 13, 2021', '10', '3'), ('21/22', 'Concussion', 'Sep 1, 2021', 'Sep 15, 2021', '14', '1'), ('20/21', 'Ill', 'Apr 2, 2021', 'Apr 16, 2021', '14', '2'), ('20/21', 'Unknown Injury', 'Sep 23, 2020', 'Sep 30, 2020', '7', '2'), ('19/20', 'Corona virus', 'Aug 19, 2020', 'Aug 29, 2020', '10', '1'), ('18/19', 'Shoulder Injury', 'Jan 27, 2019', 'Feb 21, 2019', '25', '3'), ('18/19', 'Unknown Injury', 'Jul 13, 2018', 'Jul 18, 2018', '5', 0), ('17/18', 'Shoulder Injury', 'Apr 16, 2018', 'May 30, 2018', '44', '7'), ('17/18', 'Shoulder Injury', 'Aug 20, 2017', 'Jan 22, 2018', '155', '16'), ('17/18', 'Shoulder Injury', 'Jul 24, 2017', 'Aug 17, 2017', '24', '6'), ('16/17', 'Unknown Injury', 'Oct 20, 2016', 'Nov 2, 2016', '13', '4')]"
Cenk Özkacar,Valencia CF,"[('19/20', 'Torn Ankle Ligament', 'Dec 19, 2019', 'Dec 30, 2019', '11', '3')]"
Cristhian Mosquera,Valencia CF,[]
José Gayà,Valencia CF,"[('22/23', 'Ankle Injury', 'Nov 18, 2022', '-', '8', 0), ('21/22', 'Muscle Injury', 'Mar 7, 2022', 'Mar 21, 2022', '14', '2'), ('21/22', 'Muscle Injury', 'Sep 13, 2021', 'Oct 15, 2021', '32', '4'), ('20/21', 'Muscle Injury', 'Nov 24, 2020', 'Dec 17, 2020', '23', '4'), ('20/21', 'Muscle Injury', 'Nov 12, 2020', 'Nov 16, 2020', '4', 0), ('19/20', 'Hamstring Injury', 'Jun 29, 2020', 'Aug 10, 2020', '42', '6'), ('19/20', 'Muscle Injury', 'Feb 21, 2020', 'Feb 28, 2020', '7', '1'), ('19/20', 'Hamstring Injury', 'Sep 23, 2019', 'Oct 23, 2019', '30', '6'), ('18/19', 'Knee Problems', 'Jan 31, 2019', 'Feb 6, 2019', '6', '1'), ('18/19', 'Muscular problems', 'Oct 28, 2018', 'Nov 2, 2018', '5', '1'), ('17/18', 'Flu', 'Jan 1, 2018', 'Jan 5, 2018', '4', '1'), ('16/17', 'Muscle Injury', 'Apr 3, 2017', 'Apr 28, 2017', '25', '5'), ('16/17', 'Achilles tendon problems', 'Feb 23, 2017', 'Feb 28, 2017', '5', '2'), ('16/17', 'Achilles tendon problems', 'Feb 16, 2017', 'Feb 21, 2017', '5', '1'), ('16/17', 'Shoulder Injury', 'Dec 31, 2016', 'Jan 11, 2017', '11', '2')]"
Jesús Vázquez,Valencia CF,[]
Toni Lato,Valencia CF,"[('21/22', 'Muscle Injury', 'Mar 7, 2022', 'Mar 21, 2022', '14', '2'), ('21/22', 'Muscle Injury', 'Dec 12, 2021', 'Jan 12, 2022', '31', '5'), ('20/21', 'Corona virus', 'Dec 15, 2020', 'Dec 29, 2020', '14', '3'), ('19/20', 'Muscle Injury', 'Jan 1, 2020', 'Feb 12, 2020', '42', '17'), ('18/19', 'Leg Injury', 'Dec 13, 2018', 'Dec 20, 2018', '7', '1'), ('17/18', 'Leg Injury', 'May 16, 2018', 'May 30, 2018', '14', '1'), ('16/17', 'Muscular problems', 'Jan 18, 2017', 'Jan 29, 2017', '11', '2')]"
Thierry Correia,Valencia CF,"[('21/22', 'Corona virus', 'Jan 5, 2022', 'Jan 10, 2022', '5', '2'), ('21/22', 'Muscle Injury', 'Sep 20, 2021', 'Dec 24, 2021', '95', '15'), ('20/21', 'Corona virus', 'May 24, 2021', 'Jun 8, 2021', '15', 0)]"
Dimitri Foulquier,Valencia CF,"[('21/22', 'Muscle Injury', 'Dec 17, 2021', 'Jan 12, 2022', '26', '4'), ('20/21', 'Muscle Injury', 'Oct 26, 2020', 'Nov 19, 2020', '24', '4'), ('20/21', 'Muscle Injury', 'Jul 14, 2020', 'Aug 31, 2020', '48', '2'), ('18/19', 'Muscle Injury', 'Apr 8, 2019', 'May 4, 2019', '26', '4'), ('17/18', 'Hamstring Injury', 'Sep 7, 2017', 'Oct 13, 2017', '36', '4'), ('16/17', 'Leg Injury', 'Apr 10, 2017', 'Apr 24, 2017', '14', '2'), ('16/17', 'Hip Injury', 'Mar 2, 2017', 'Mar 9, 2017', '7', '1'), ('16/17', 'Metatarsal bone bruise', 'Dec 6, 2016', 'Jan 14, 2017', '39', '4'), ('16/17', 'Metatarsal Fracture', 'Sep 22, 2016', 'Nov 23, 2016', '62', '7')]"
Hugo Guillamón,Valencia CF,[]
Yunus Musah,Valencia CF,"[('21/22', 'Ankle Injury', 'Jul 22, 2021', 'Aug 22, 2021', '31', '2')]"
Nico González,Valencia CF,"[('21/22', 'Fractured Toe', 'Apr 29, 2022', 'May 29, 2022', '30', '5'), ('21/22', 'Influenza', 'Mar 24, 2022', 'Apr 1, 2022', '8', 0), ('21/22', 'Tear in the abductor muscle', 'Nov 7, 2021', 'Nov 19, 2021', '12', 0), ('21/22', 'Knock', 'Sep 18, 2021', 'Sep 22, 2021', '4', '1')]"
André Almeida,Valencia CF,"[('21/22', 'Unknown Injury', 'Mar 21, 2022', 'Apr 4, 2022', '14', '1'), ('21/22', 'Corona virus', 'Jan 17, 2022', 'Jan 27, 2022', '10', '2'), ('21/22', 'Quarantine', 'Nov 14, 2021', 'Nov 22, 2021', '8', '1'), ('18/19', 'Bruised Foot', 'Apr 11, 2019', 'Apr 22, 2019', '11', '2')]"
Ilaix Moriba,Valencia CF,"[('21/22', 'Corona virus', 'Dec 29, 2021', 'Jan 7, 2022', '9', 0), ('21/22', 'Back trouble', 'Dec 2, 2021', 'Dec 5, 2021', '3', '1'), ('20/21', 'Ankle Injury', 'Nov 4, 2020', 'Dec 4, 2020', '30', '4'), ('18/19', 'Knee Injury', 'Mar 26, 2019', 'May 7, 2019', '42', 0)]"
Samuel Lino,Valencia CF,"[('20/21', 'Corona virus', 'Nov 5, 2020', 'Nov 18, 2020', '13', '1')]"
Justin Kluivert,Valencia CF,"[('21/22', 'Hamstring Injury', 'Sep 25, 2021', 'Nov 8, 2021', '44', '7'), ('21/22', 'Thigh Muscle Strain', 'Aug 29, 2021', 'Sep 13, 2021', '15', '1'), ('20/21', 'Ankle Injury', 'Jan 31, 2021', 'Feb 9, 2021', '9', '2'), ('20/21', 'Calf Injury', 'Dec 17, 2020', 'Jan 11, 2021', '25', '4'), ('19/20', 'Hamstring Injury', 'Dec 2, 2019', 'Jan 14, 2020', '43', '6'), ('18/19', 'Tear in the abductor muscle', 'Apr 27, 2019', 'May 4, 2019', '7', '1'), ('18/19', 'Muscle Injury', 'Oct 20, 2018', 'Nov 2, 2018', '13', '3'), ('17/18', 'Muscle Injury', 'Aug 24, 2017', 'Sep 7, 2017', '14', '2')]"
